,lon,lat,Name,Probability,DetectionId,ProductStartTime,ProductStopTime,Polarization,Beam,Length,Type,Heading,footprint,scene_id
0,-148.385947,-10.176017,FID: 1,50.0,a40733c2-5382-4cd0-96e3-db4ee19db3d6,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,10.59,65.61,VESSEL,151.25,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
1,-145.702282,-9.715281,FID: 2,100.0,77470000-ede9-4b28-bf05-98fa7d28250b,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,21.57,142.58,VESSEL,188.18,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
2,-145.24708600000002,-9.844128,FID: 3,100.0,97369501-4a68-4165-980e-0836821d80da,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,29.41,208.98,VESSEL,185.45,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
3,-145.074865,-9.848066000000001,FID: 4,100.0,1c270d93-82c5-485e-8c0b-9a164f3a46ff,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,23.53,183.34,VESSEL,184.96,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
4,-144.63742299999998,-9.748177,FID: 5,75.0,5a515e06-88e1-434c-8f96-c8396e1d99e6,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,19.61,105.32,VESSEL,183.5,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
5,-146.62938300000002,-10.252633,FID: 6,75.0,00960bb3-1463-4754-9445-1a2aad8e78a2,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,19.61,102.46,VESSEL,155.48,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
6,-144.798588,-9.900091,FID: 7,100.0,305b4f31-56f4-40d6-b92a-e4b4819c7aec,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,23.01,94.75,VESSEL,161.44,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
7,-146.19415,-9.207065,FID: 0,75.0,29825104-10b1-414e-944e-791893471dbd,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,19.29,116.25,VESSEL,7.26,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
8,-146.717866,-10.390564,FID: 8,100.0,40a69832-1801-438e-a98c-2428b93ee7a7,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,26.73,116.66,VESSEL,150.92,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
9,-145.348967,-10.249092,FID: 9,100.0,76c13554-404f-49cc-aaf8-335ffd9bd41f,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,17.65,115.83,VESSEL,189.18,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
10,-144.588607,-10.233492,FID: 10,100.0,d47238a6-7e92-47a3-9a2d-1b145e773ab1,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,11.91,72.46,VESSEL,333.61,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
11,-144.799011,-10.64401,FID: 11,50.0,0c2fe7dc-0da9-4548-bb1c-6197f5f48089,2019-08-10 04:17:41.648000+00:00,2019-08-10 04:18:55.733000+00:00,HH,19.97,83.03,VESSEL,340.7,"POLYGON ((-149.23267984 -7.547910968, -145.157298587 -6.578869388, -144.086371389 -10.912865286, -148.202476973 -11.920979857, -149.23267984 -7.547910968))",RS2_20190810_041741_0074_DVWF_HH_SCS_748061_9282_29818027
12,-146.872755,-7.125578,FID: 1,75.0,e7a5b780-e3d7-4f49-abc4-45df3acad62e,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,22.54,107.72,VESSEL,191.35,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
13,-147.155811,-7.224552,FID: 2,75.0,edf245ef-7a21-47b9-a371-d294f119f03c,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,20.68,121.6,VESSEL,202.61,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
14,-147.338405,-7.467999000000001,FID: 3,100.0,d8bc81ff-dc57-4571-b9d9-ab12735e05e4,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,17.82,104.73,VESSEL,223.42,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
15,-145.5163,-8.584131,FID: 4,100.0,5aca1ea0-f61d-4b2e-bdec-d23018c10926,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,21.69,115.3,VESSEL,221.32,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
16,-145.473945,-8.632660000000001,FID: 5,100.0,c7422f50-41fc-4472-947d-5f7b9117064a,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,15.75,122.02,VESSEL,28.95,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
17,-145.030708,-8.975624,FID: 6,100.0,f6f3221d-d23a-44b7-a333-2ee1a263aa89,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,20.16,100.49,VESSEL,326.31,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
18,-144.992347,-9.010689999999999,FID: 7,100.0,5b812061-55e1-450d-903c-f67044046e95,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,25.65,111.15,VESSEL,348.05,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
19,-146.902776,-8.954153,FID: 9,20.0,36cd3e5a-1225-4c63-8b5e-99db75f1e48d,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,9.71,67.47,VESSEL,209.39,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
20,-145.667326,-9.279636,FID: 10,100.0,9d993d59-01c5-4891-9104-ea7e99dd4323,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,17.66,129.21,VESSEL,222.01,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
21,-144.566726,-9.618323,FID: 11,100.0,5b1f5b53-fdc7-4a6e-9d53-e085a210963b,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,25.14,155.99,VESSEL,15.72,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
22,-145.831411,-9.633107,FID: 12,100.0,ec46a6ae-42b8-4eb0-b189-876de6dd8cf4,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,14.8,108.86,VESSEL,222.69,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
23,-144.455449,-9.962989,FID: 13,100.0,a846db8c-8e27-4880-86ae-ee20c1aca818,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,14.58,96.47,VESSEL,57.76,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
24,-145.545183,-9.82029,FID: 14,100.0,59d0d195-4e97-4302-b112-c0cc3675c299,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,15.75,176.67,VESSEL,205.1,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
25,-145.676008,-10.074864,FID: 15,100.0,c424c91f-bfdd-4918-87d4-b7539d88182f,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,24.21,101.62,VESSEL,230.27,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
26,-145.58061,-10.323282,FID: 17,100.0,5072b641-ef9d-49f3-be9a-c7f04762db11,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,24.62,123.33,VESSEL,347.94,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
27,-145.410769,-10.456050999999999,FID: 18,100.0,45e94799-de76-4eb8-a284-60d093a3c79b,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,21.01,124.48,VESSEL,45.31,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
28,-146.00218600000002,-10.385507,FID: 19,100.0,e109414d-a7ef-40da-9260-3d6badaf7b4a,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,18.22,103.79,VESSEL,232.83,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
29,-145.77570500000002,-10.473011999999999,FID: 20,100.0,43ca648a-defd-47bf-b317-80df0ba676c8,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,15.57,75.88,VESSEL,164.57,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
30,-145.736019,-10.658249,FID: 21,100.0,30a2ee10-11a5-4d56-a930-7054685b1304,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,19.02,135.53,VESSEL,209.66,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
31,-146.327595,-10.559676,FID: 22,100.0,83eebce3-2a6e-4fe5-8b36-746a5253f3cf,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,17.66,140.17,VESSEL,205.97,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
32,-146.628549,-10.766631,FID: 23,100.0,48a05749-309c-4ef9-af3e-a302cfa842f2,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,19.33,102.8,VESSEL,349.27,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
33,-146.261981,-6.9131279999999995,FID: 0,100.0,35e5bc71-51b7-4d47-9a8e-82010c8ed0ae,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,32.3,238.99,VESSEL,228.91,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
34,-144.750916,-9.418247000000001,FID: 8,100.0,b7c770d5-bfa2-4663-a794-749253d6a4fc,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,12.66,85.04,VESSEL,242.84,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
35,-145.45540400000002,-10.183563000000001,FID: 16,100.0,579cb92a-d328-4dd3-bcef-5a68e98ce918,2019-09-17 15:10:00.300000+00:00,2019-09-17 15:11:14.398000+00:00,HH,11.34,95.28,VESSEL,234.67,"POLYGON ((-147.081654748 -6.142292683, -143.011739803 -7.106956977, -144.038123547 -11.481081395, -148.146398362 -10.477646416, -147.081654748 -6.142292683))",RS2_20190917_151000_0074_DVWF_HH_SCS_757762_9770_29818070
36,-144.711057,-9.28461,FID: 1,100.0,7ef9e2bc-1eab-4b50-b6b5-31ef74581159,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,10.26,34.68,VESSEL,355.13,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
37,-145.89526999999998,-9.015064,FID: 2,100.0,ab971999-e49e-43a7-b481-661f733f7648,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,11.5,74.99,VESSEL,207.61,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
38,-144.983728,-9.348137,FID: 3,75.0,9e53d301-29fc-4b62-a3ed-041e4e9cacc2,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,19.6,29.52,VESSEL,351.84,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
39,-144.317815,-9.6004,FID: 4,100.0,6aea9f90-6af2-4bf1-9ec2-dcac1550205d,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,3.63,34.16,VESSEL,357.98,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
40,-144.688063,-9.600445,FID: 5,100.0,526c4976-2098-4a3d-88ad-2fde212e4247,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,12.21,49.7,VESSEL,37.11,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
41,-145.20551799999998,-9.545729,FID: 6,100.0,5c829c6d-bdb5-4df2-96b0-679e0fa94df8,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.8,33.44,VESSEL,35.85,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
42,-144.560371,-9.833826,FID: 7,100.0,923257f8-415f-42cc-9b3a-027f21697572,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,7.49,31.8,VESSEL,44.32,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
43,-145.655293,-9.666400999999999,FID: 9,100.0,db9da8f2-d308-484c-ba3e-a57d32492e00,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,14.25,49.36,VESSEL,49.64,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
44,-145.111102,-9.958339,FID: 10,100.0,95102e90-b4b0-4342-af56-3b85e019fbb7,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,15.59,63.0,VESSEL,164.25,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
45,-144.608954,-10.10343,FID: 11,100.0,19aba297-690d-4c90-b9e6-f4e8048e9d14,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,14.64,62.1,VESSEL,193.47,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
46,-144.32800500000002,-10.183989,FID: 12,100.0,c7b65d03-3f07-4279-9d94-1ac8f9ab454a,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,6.54,43.48,VESSEL,351.36,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
47,-144.758668,-10.207831,FID: 13,100.0,a95799d2-a733-4c50-8df5-0663fa5130fb,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.24,44.61,VESSEL,158.81,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
48,-144.02383899999998,-10.376304,FID: 14,100.0,603ad363-801c-47d8-b6a2-0dd5c72677fd,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,12.84,80.8,VESSEL,8.22,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
49,-144.15741699999998,-10.426962,FID: 15,100.0,c5c14f94-cfee-4cf6-b9dd-aa8d7a5ac30f,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,14.51,84.43,VESSEL,188.47,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
50,-144.64722,-10.407814,FID: 17,100.0,b5077647-1420-400c-ba75-b9ea544c9e0c,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.76,38.18,VESSEL,356.93,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
51,-145.43883300000002,-10.404466000000001,FID: 18,100.0,1c9f86bb-57c6-41f1-a9ed-d03a0c4a467e,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,13.23,77.11,VESSEL,200.4,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
52,-144.97093700000002,-10.505635,FID: 19,100.0,2fb960e3-f4af-40b0-b6b0-2dd08d994be7,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.07,90.43,VESSEL,359.64,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
53,-145.623471,-10.402888,FID: 20,100.0,58bba737-c517-4590-bc27-3eeea393839f,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.11,34.15,VESSEL,218.83,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
54,-145.644803,-10.433593,FID: 21,100.0,d32e521b-9c3f-4ece-928d-f46ad5c53aa9,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,7.26,31.77,VESSEL,224.61,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
55,-145.669291,-10.462587,FID: 22,100.0,de236015-1ee0-4710-be5e-1dd328c6fbd5,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.11,31.77,VESSEL,44.62,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
56,-144.112354,-10.892197,FID: 23,100.0,d98aa1f1-ba2c-46a2-9b74-69ea34e80297,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,14.67,24.24,VESSEL,296.85,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
